TripID,Questionnaire,Income,Gender,Age,Occupation,Education,HouseHoldSize,HouseHold16,driversLicense,carAvail,OriginLoc,DestLoc,startActiv,endActiv,tripStart_time,tripDuration,TripDay,realTravelTime.Walk,realShortestDistance.Walk,realTravelTime.Car,realShortestDistance.Car,realTravelTime.MrC,realShortestDistance.MrC,realTravelTime.Bus,realShortestDistance.Bus,realAccessWalkTime.Bus,realAccessWalkDist.Bus,realEgressWalkTime.Bus,realEgressWalkDist.Bus,mode
5998,2715,<10000,Female,45-54,Houseworks,PrimarySchool,2,2,0,TRUE,1,2,Home,HealthActivities,0.33,30,4,3350,4411,857,4540,857,4540,1740,4540,254,335,251,296,Bus
6000,2715,<10000,Female,45-54,Houseworks,PrimarySchool,2,2,0,TRUE,3,4,HealthActivities,HealthActivities,0.5,30,4,2478,3220,609,3642,609,3642,1134,3642,190,265,228,285,Bus
6001,2715,<10000,Female,45-54,Houseworks,PrimarySchool,2,2,0,TRUE,4,5,HealthActivities,PersonalActivities,0.58,15,4,2813,3655,829,4071,829,4071,1224,4071,230,274,119,168,Bus
6002,2715,<10000,Female,45-54,Houseworks,PrimarySchool,2,2,0,TRUE,5,6,PersonalActivities,Home,0.62,70,4,3936,5106,794,5133,794,5133,1840,5133,132,161,130,164,Bus
6003,2717,20000-30000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,1,2,Home,Shopping,0.42,25,4,1755,2280,591,3474,591,3474,927,3474,119,151,101,128,Bus
6004,2717,20000-30000,Female,55-64,Houseworks,Lyceum,2,2,1,TRUE,2,3,Shopping,Home,0.57,20,4,1645,2280,392,2495,392,2495,810,2495,136,165,41,62,Bus
6008,2723,20000-30000,Male,55-64,Employed,University,4,4,1,TRUE,2,3,Work,Home,0.58,15,4,7901,9426,721,9978,721,9978,4508,9978,125,158,135,168,Car
6009,2723,20000-30000,Male,55-64,Employed,University,4,4,1,TRUE,3,4,Home,OtherMeetings,0.75,15,4,4385,6625,938,12951,938,12951,1926,12951,361,566,62,81,Car
6010,2723,20000-30000,Male,55-64,Employed,University,4,4,1,TRUE,4,5,OtherMeetings,Home,0.83,15,4,5860,6657,921,13047,921,13047,2389,13047,1451,6442,658,952,Car
6011,2724,20000-30000,Female,45-54,Houseworks,University,4,4,1,TRUE,1,2,Home,Shopping,0.42,5,4,2166,2351,257,2373,257,2373,1760,2373,913,1149,93,160,Car
6013,2726,<10000,Male,25-34,Employed,University,1,1,1,FALSE,1,2,Home,Work,0.35,30,4,3189,4093,795,4761,795,4761,2876,795,276,379,397,497,Walk
6014,2726,<10000,Male,25-34,Employed,University,1,1,1,FALSE,2,3,Work,Home,0.58,20,4,2942,4094,779,7003,779,7003,1762,779,754,1167,281,411,Walk
6015,2726,<10000,Male,25-34,Employed,University,1,1,1,FALSE,3,4,Home,Work,0.73,30,4,3189,4093,795,4761,795,4761,2876,795,276,379,397,497,Walk
6016,2726,<10000,Male,25-34,Employed,University,1,1,1,FALSE,4,5,Work,Home,0.88,15,4,2942,4094,779,7003,779,7003,1762,7003,754,1167,281,411,Car
6019,2728,10000-20000,Male,45-54,Employed,University,5,3,1,TRUE,1,2,Home,Work,0.27,30,4,10481,15443,1360,17962,1360,17962,5461,17962,151,231,787,1047,Car
6020,2728,10000-20000,Male,45-54,Employed,University,5,3,1,TRUE,2,3,Work,Home,0.69,30,4,13178,15399,1311,17035,1311,17035,5117,17035,504,754,147,217,Car
6021,2728,10000-20000,Male,45-54,Employed,University,5,3,1,TRUE,3,4,Home,PersonalActivities,0.79,20,4,8813,13015,1488,17758,1488,17758,3339,17758,151,231,718,967,Car
6022,2728,10000-20000,Male,45-54,Employed,University,5,3,1,TRUE,4,5,PersonalActivities,Home,0.91,25,4,11316,13014,1588,16126,1588,16126,3607,16126,729,1007,147,217,Car
6023,2729,<10000,Female,45-54,Retired,University,4,4,0,TRUE,1,2,Home,OtherMeetings,0.42,20,4,3772,4968,750,10011,750,10011,2713,10011,624,825,47,78,Car
6024,2729,<10000,Female,45-54,Retired,University,4,4,0,TRUE,2,3,OtherMeetings,Home,0.54,25,4,3676,4874,747,9918,747,9918,2285,9918,39,48,422,519,Car
6027,2732,20000-30000,Female,45-54,Employed,University,4,3,1,TRUE,1,2,Home,Work,0.31,20,4,4577,6819,645,6883,645,6883,2292,6883,1325,2007,465,658,Car
6028,2732,20000-30000,Female,45-54,Employed,University,4,3,1,TRUE,2,3,Work,Home,0.59,20,4,5514,6818,637,7015,637,7015,4808,7015,239,327,311,512,Car
6031,2734,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,1,2,Home,Work,0.38,5,4,557,747,139,747,139,747,352,747,35,280,317,421,Car
6032,2734,10000-20000,Female,35-44,Employed,University,3,2,1,TRUE,2,3,Work,Home,0.58,5,4,525,747,123,796,123,796,327,796,68,101,36,46,Car
6033,2735,<10000,Female,25-34,Houseworks,University,4,2,1,TRUE,1,2,Home,OtherMeetings,0.5,5,4,1276,1499,243,1857,243,1857,592,1857,83,82,91,157,Car
6034,2735,<10000,Female,25-34,Houseworks,University,4,2,1,TRUE,2,3,OtherMeetings,Home,0.52,5,4,978,1499,234,1985,234,1985,459,1985,414,1844,45,64,Car
6035,2736,20000-30000,Female,45-54,Employed,Lyceum,4,4,0,TRUE,1,2,Home,Work,0.33,30,4,1250,1673,306,1732,306,1732,733,306,188,291,99,129,Walk
6036,2736,20000-30000,Female,45-54,Employed,Lyceum,4,4,0,TRUE,2,3,Work,Home,0.71,30,4,1313,1672,314,1990,314,1990,858,1990,94,122,200,253,Bus
6041,2738,<10000,Female,35-44,Houseworks,Lyceum,4,3,1,TRUE,3,4,PersonalActivities,PersonalActivities,0.67,60,4,6096,8312,930,9305,930,9305,2696,9305,592,777,396,531,Bus
6042,2739,<10000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,1,2,Home,Work,0.31,10,4,7953,10343,1117,16592,1117,16592,3699,16592,569,670,58,82,Car
6045,2739,<10000,Male,45-54,Employed,Lyceum,4,4,1,TRUE,4,5,Work,Home,0.82,10,4,8162,10343,1022,14939,1022,14939,3178,14939,60,84,410,644,Car
6046,2741,<10000,Male,16-24,Student,Lyceum,2,2,0,FALSE,1,2,Home,Shopping,0.67,50,4,4369,5811,988,6069,988,6069,1723,6069,114,170,66,94,Bus
6047,2741,<10000,Male,16-24,Student,Lyceum,2,2,0,FALSE,2,3,Shopping,Home,0.71,45,4,4470,5811,966,6942,966,6942,1823,6942,260,369,621,850,Bus
6048,2744,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.28,15,4,5360,6572,932,10183,932,10183,3041,10183,362,531,608,873,Car
6049,2744,20000-30000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.58,30,4,4768,6595,1055,11000,1055,11000,2886,11000,341,517,86,115,Car
6050,2746,20000-30000,Female,45-54,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Work,0.38,40,4,11002,15271,1404,21486,1404,21486,3812,21486,1672,2565,213,297,Car
6052,2746,20000-30000,Female,45-54,Employed,Lyceum,2,2,1,TRUE,3,4,PersonalActivities,Home,0.84,30,4,1797,1900,492,2153,492,2153,1082,2153,663,1901,419,505,Car
6053,2747,<10000,Female,65+,Retired,HighSchool,2,2,1,TRUE,1,2,Home,Shopping,0.35,120,4,19869,26751,2252,29627,2252,29627,4549,29627,77,117,301,417,Bus
6055,2749,30000-40000,Female,35-44,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.29,75,4,71545,93120,4297,96055,4297,96055,10472,96055,58,84,495,2623,Car
6056,2749,30000-40000,Female,35-44,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.69,70,4,70272,93186,4461,97970,4461,97970,13832,97970,412,2301,290,368,Car
6057,2750,<10000,Female,45-54,Retired,University,4,4,1,TRUE,1,2,Home,Work,0.44,15,4,5754,8610,1002,9006,1002,9006,1976,9006,40,58,91,93,Car
6058,2750,<10000,Female,45-54,Retired,University,4,4,1,TRUE,2,3,Work,Home,0.5,15,4,7536,8602,967,8746,967,8746,1874,8746,77,130,46,58,Car
6060,2751,10000-20000,Female,45-54,Houseworks,HighSchool,2,2,0,FALSE,2,3,HealthActivities,Home,0.63,95,4,7740,9522,788,9139,788,9139,3318,9139,54,69,98,154,Bus
6061,2754,10000-20000,Male,55-64,Retired,Lyceum,2,2,1,TRUE,1,2,Home,PersonalActivities,0.38,40,4,4013,5412,1010,5900,1010,5900,1539,5900,582,851,317,375,Bus
6062,2754,10000-20000,Male,55-64,Retired,Lyceum,2,2,1,TRUE,2,3,PersonalActivities,Home,0.48,40,4,4228,5410,983,5440,983,5440,1585,5440,143,228,815,985,Bus
6067,2756,10000-20000,Female,25-34,Houseworks,Lyceum,2,2,0,TRUE,1,2,Home,Shopping,0.42,15,4,5077,6899,761,7374,761,7374,1595,7374,67,93,407,562,Bus
6069,2758,10000-20000,Male,45-54,Employed,HighSchool,4,4,1,TRUE,1,2,Home,Work,0.34,35,4,1717,2337,574,3114,574,3114,915,574,39,52,290,412,Walk
6072,2759,20000-30000,Male,45-54,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.31,25,4,2760,3714,784,4481,784,4481,1704,4481,490,570,160,201,Bus
6073,2759,20000-30000,Male,45-54,Employed,University,4,2,1,TRUE,2,3,Work,Sports,0.67,30,4,1944,2486,430,2756,430,2756,1171,2756,123,171,76,108,Bus
6074,2759,20000-30000,Male,45-54,Employed,University,4,2,1,TRUE,3,4,Sports,Home,0.75,15,4,1127,1420,364,1798,364,1798,623,1798,71,56,118,147,Bus
6078,2761,<10000,Male,55-64,Retired,University,4,4,1,TRUE,2,3,PersonalActivities,Home,0.42,15,4,752,967,166,967,166,967,629,967,191,655,438,550,Car
6081,2763,<10000,Female,65+,Houseworks,Lyceum,1,1,0,FALSE,1,2,Home,ChangeMode,0.46,95,4,26686,36504,2319,36891,2319,36891,4031,36891,580,7088,56,74,Bus
6084,2764,10000-20000,Female,65+,Retired,PrimarySchool,5,3,1,TRUE,2,3,Shopping,Home,0.78,35,4,1270,1578,219,1906,219,1906,1199,219,936,1170,101,155,Walk
6085,2765,20000-30000,Male,45-54,Employed,University,4,2,1,TRUE,1,2,Home,Work,0.33,15,4,4081,5483,1135,7129,1135,7129,1879,7129,61,76,133,222,MrC
6086,2765,20000-30000,Male,45-54,Employed,University,4,2,1,TRUE,2,3,Work,Home,0.67,15,4,4169,5483,773,6845,773,6845,1890,6845,43,50,178,241,MrC
6088,2766,10000-20000,Male,55-64,Employed,University,2,2,1,TRUE,2,3,Work,Home,0.65,30,4,3500,4535,669,4535,669,4535,1318,4535,941,4429,377,507,Bus
6089,2770,<10000,Male,35-44,Employed,University,3,2,1,TRUE,1,2,Home,Work,0.27,10,4,2460,3092,583,7029,583,7029,1296,7029,362,436,96,130,Car
6090,2770,<10000,Male,35-44,Employed,University,3,2,1,TRUE,2,3,Work,Home,0.65,10,4,2174,3092,219,2527,219,2527,1235,2527,71,97,313,397,Car
6097,2773,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,1,2,Home,HealthActivities,0.26,15,4,4597,6212,840,8075,840,8075,2323,8075,76,125,99,140,Bus
6098,2773,10000-20000,Male,65+,Retired,Lyceum,2,2,1,TRUE,2,3,HealthActivities,Home,0.31,15,4,4996,6212,920,9228,920,9228,2157,9228,277,336,481,722,Bus
6099,2774,<10000,Male,45-54,Employed,PrimarySchool,1,1,1,TRUE,1,2,Home,Work,0.29,55,4,20376,27545,2613,30198,2613,30198,5544,30198,1469,13912,209,277,Car
6100,2774,<10000,Male,45-54,Employed,PrimarySchool,1,1,1,TRUE,2,3,Work,Home,0.71,60,4,20374,27549,2405,29208,2405,29208,4150,29208,463,631,16,20,Car
6104,2776,20000-30000,Female,45-54,Employed,University,4,4,1,TRUE,2,3,Work,Home,0.65,30,4,904,1210,295,1339,295,1339,551,1339,219,300,40,62,Bus
6109,2779,20000-30000,Male,55-64,Retired,Lyceum,2,2,1,TRUE,1,2,Home,PersonalActivities,0.42,30,4,4792,6543,737,6756,737,6756,3100,6756,467,673,544,747,Car
6111,2779,20000-30000,Male,55-64,Retired,Lyceum,2,2,1,TRUE,3,4,Home,Leisure,0.73,15,4,1491,1867,429,1989,429,1989,1267,1989,271,358,242,352,Bus
6112,2779,20000-30000,Male,55-64,Retired,Lyceum,2,2,1,TRUE,4,5,Leisure,Home,0.81,30,4,1331,1867,486,2105,486,2105,1018,2105,236,337,313,429,Bus
6116,2781,10000-20000,Male,35-44,Employed,MSc,4,2,1,TRUE,2,3,Work,OtherMeetings,0.71,10,4,1104,1575,273,1746,273,1746,805,1746,144,161,483,750,MrC
6117,2781,10000-20000,Male,35-44,Employed,MSc,4,2,1,TRUE,3,4,OtherMeetings,Home,0.82,10,4,1292,1574,220,1746,220,1746,931,1746,551,681,152,240,MrC
6118,2782,10000-20000,Female,45-54,Houseworks,Lyceum,3,3,1,TRUE,1,2,Home,Shopping,0.42,15,4,6325,8389,676,10992,676,10992,2303,10992,719,888,153,214,Car
6119,2782,10000-20000,Female,45-54,Houseworks,Lyceum,3,3,1,TRUE,2,3,Shopping,Home,0.5,20,4,6270,8388,826,10751,826,10751,1669,10751,360,457,87,91,Car
6122,2784,10000-20000,Female,35-44,Employed,Lyceum,3,2,1,TRUE,1,2,Home,HorkRelatedActivities,0.83,10,4,1324,1762,369,1938,369,1938,846,1938,55,72,65,101,Bus
6123,2784,10000-20000,Female,35-44,Employed,Lyceum,3,2,1,TRUE,2,3,HorkRelatedActivities,Home,0.9,20,4,1327,1762,317,1866,317,1866,891,1866,88,107,138,198,Bus
6124,2786,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,1,2,Home,Work,0.31,10,4,3059,3918,670,5332,670,5332,1043,5332,605,1776,205,337,Car
6125,2786,10000-20000,Male,25-34,Employed,Lyceum,3,2,1,TRUE,2,3,Work,Home,0.81,10,4,2806,3918,602,4831,602,4831,1599,4831,183,277,360,518,Car
6126,2787,20000-30000,Female,45-54,Employed,Lyceum,4,2,1,TRUE,1,2,Home,Work,0.33,5,4,2536,3074,459,3189,459,3189,1325,3189,509,796,229,285,Car
6127,2787,20000-30000,Female,45-54,Employed,Lyceum,4,2,1,TRUE,2,3,Work,Home,0.58,10,4,2301,3068,510,3411,510,3411,1362,3411,217,351,774,834,Car
6130,2789,<10000,Male,35-44,Employed,Lyceum,2,2,1,TRUE,1,2,Home,Work,0.27,30,4,13949,18623,1448,24976,1448,24976,4768,24976,472,698,136,183,Car
6131,2789,<10000,Male,35-44,Employed,Lyceum,2,2,1,TRUE,2,3,Work,Home,0.66,30,4,13931,18688,1621,24829,1621,24829,5443,24829,121,164,367,458,Car
6134,2791,30000-40000,Male,55-64,Retired,University,2,2,1,TRUE,1,2,Home,PersonalActivities,0.71,40,4,5784,7809,1158,12013,1158,12013,2886,12013,300,481,314,432,Bus
6135,2791,30000-40000,Male,55-64,Retired,University,2,2,1,TRUE,2,3,PersonalActivities,Home,0.9,40,4,5936,7809,1126,12710,1126,12710,2695,12710,2064,7689,631,828,Bus
6136,2792,<10000,Female,25-34,Student,Lyceum,5,2,0,TRUE,1,2,Home,School,0.5,40,4,3928,5111,813,5459,813,5459,1759,5459,427,568,190,236,Bus
6137,2792,<10000,Female,25-34,Student,Lyceum,5,2,0,TRUE,2,3,School,Home,0.77,30,4,3930,5112,945,7072,945,7072,1902,7072,226,247,266,387,Bus
6138,2792,<10000,Female,25-34,Student,Lyceum,5,2,0,TRUE,3,4,Home,Leisure,0.88,10,4,4875,6422,1165,6591,1165,6591,1972,6591,276,347,140,185,Car
6143,2795,20000-30000,Male,16-24,Student,Lyceum,4,3,0,TRUE,1,2,Home,School,0.33,30,4,2334,3232,465,3623,465,3623,1650,3623,323,424,1055,249,Bus
6144,2795,20000-30000,Male,16-24,Student,Lyceum,4,3,0,TRUE,2,3,School,School,0.63,90,4,11204,15059,1467,16755,1467,16755,3011,16755,391,552,70,92,Bus
6145,2795,20000-30000,Male,16-24,Student,Lyceum,4,3,0,TRUE,3,4,School,Home,0.85,75,4,10645,14451,1334,16686,1334,16686,2168,16686,90,112,448,635,Bus
6146,2796,10000-20000,Male,35-44,Employed,University,1,1,1,TRUE,1,2,Home,Work,0.33,15,4,3113,4101,697,5549,697,5549,1858,5549,372,502,125,141,MrC
6147,2796,10000-20000,Male,35-44,Employed,University,1,1,1,TRUE,2,3,Work,Home,0.75,10,4,3056,4101,670,4837,670,4837,2033,4837,89,140,184,243,MrC
6149,2797,<10000,Female,16-24,Employed,Lyceum,2,2,1,TRUE,2,3,Work,Home,0.81,10,4,955,1198,319,1980,319,1980,580,1980,160,603,420,505,Bus
6151,2798,<10000,Male,16-24,Student,Lyceum,1,1,0,FALSE,2,3,School,Home,0.58,30,4,2998,3887,561,3947,561,3947,1684,3947,165,227,602,736,Bus
6152,2799,<10000,Female,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.29,30,4,8905,12064,943,12044,943,12044,2009,12044,1053,10584,956,1258,Bus
6153,2799,<10000,Female,45-54,Employed,University,3,3,1,TRUE,2,3,Work,Home,0.71,30,4,8851,12068,910,12534,910,12534,1653,12534,68,87,183,230,Bus
6155,2800,<10000,Female,16-24,Student,Lyceum,1,1,0,FALSE,2,3,PersonalActivities,Home,0.6,30,4,4533,6758,903,9378,903,9378,1584,9378,1253,6262,331,437,Bus
6156,2800,<10000,Female,16-24,Student,Lyceum,1,1,0,FALSE,3,4,Home,School,0.64,15,4,1641,2098,459,2348,459,2348,998,2348,147,166,414,479,Bus
6157,2800,<10000,Female,16-24,Student,Lyceum,1,1,0,FALSE,4,5,School,Home,0.72,20,4,1530,2098,434,2414,434,2414,898,2414,230,343,175,257,Bus
6158,2800,<10000,Female,16-24,Student,Lyceum,1,1,0,FALSE,5,6,Home,School,0.75,10,4,1383,1779,416,1922,416,1922,671,1922,252,353,80,117,Bus
6159,2800,<10000,Female,16-24,Student,Lyceum,1,1,0,FALSE,6,7,School,Leisure,0.96,10,4,1198,1575,409,1687,409,1687,803,1687,97,117,382,452,Bus
6162,2802,<10000,Male,55-64,Unemployed,Lyceum,1,1,1,TRUE,1,2,Home,HorkRelatedActivities,0.46,30,4,2554,3331,713,4063,713,4063,1093,4063,108,162,281,357,Bus
6163,2802,<10000,Male,55-64,Unemployed,Lyceum,1,1,1,TRUE,2,3,HorkRelatedActivities,Home,0.54,35,4,2550,3330,719,3468,719,3468,1103,3468,40,57,160,225,Bus
6164,2804,10000-20000,Male,55-64,Employed,PhD,3,3,1,TRUE,1,2,Home,Work,0.29,30,4,10886,14864,1542,18487,1542,18487,3305,18487,416,660,213,297,Car
6168,2806,10000-20000,Female,65+,Retired,Lyceum,4,2,0,TRUE,1,2,Home,Shopping,0.42,30,4,4059,5373,894,5362,894,5362,1966,5362,177,255,98,114,Bus
6169,2806,10000-20000,Female,65+,Retired,Lyceum,4,2,0,TRUE,2,3,Shopping,Home,0.58,45,4,4091,5373,828,6310,828,6310,1869,6310,120,167,164,226,Bus
6171,2807,10000-20000,Female,65+,Retired,HighSchool,2,2,1,TRUE,2,3,ChangeMode,OtherMeetings,0.69,35,4,7871,10368,1318,12042,1318,12042,2654,12042,2495,9988,159,209,Bus
6173,2807,10000-20000,Female,65+,Retired,HighSchool,2,2,1,TRUE,4,5,ChangeMode,Home,0.82,30,4,8751,11870,932,11952,932,11952,1686,11952,1559,12269,127,164,Car
6174,2809,10000-20000,Male,65+,Retired,HighSchool,2,2,1,TRUE,1,2,Home,PersonalActivities,0.4,15,5,1309,1850,445,1964,445,1964,1114,445,105,165,276,368,Walk
6175,2809,10000-20000,Male,65+,Retired,HighSchool,2,2,1,TRUE,2,3,PersonalActivities,PersonalActivities,0.46,20,5,2160,2622,551,8552,551,8552,1643,551,305,426,145,202,Walk
6178,2810,10000-20000,Male,45-54,Retired,HighSchool,4,2,1,TRUE,2,3,PersonalActivities,Home,0.52,30,5,3446,4537,768,4670,768,4670,1888,4670,89,116,84,107,Car
6179,2813,10000-20000,Male,45-54,Employed,University,5,5,1,TRUE,1,2,Home,Work,0.31,45,5,9553,13036,1628,13904,1628,13904,3276,13904,211,292,106,130,Car
6180,2813,10000-20000,Male,45-54,Employed,University,5,5,1,TRUE,2,3,Work,Home,0.63,70,5,9642,13037,1597,16602,1597,16602,3335,16602,160,220,157,204,Car
6182,2813,10000-20000,Male,45-54,Employed,University,5,5,1,TRUE,4,5,OtherMeetings,Home,0.92,10,5,2670,3512,528,4467,528,4467,1409,4467,60,70,157,204,Car
6185,2816,10000-20000,Female,45-54,Houseworks,HighSchool,4,3,0,TRUE,1,2,Home,ChangeMode,0.42,15,5,683,977,127,1035,127,1035,508,127,329,485,118,146,Walk
6186,2816,10000-20000,Female,45-54,Houseworks,HighSchool,4,3,0,TRUE,2,3,ChangeMode,OtherMeetings,0.43,10,5,979,1306,257,1309,257,1309,478,1309,98,144,64,92,Bus
6187,2816,10000-20000,Female,45-54,Houseworks,HighSchool,4,3,0,TRUE,3,4,OtherMeetings,ChangeMode,0.52,15,5,1019,1306,229,1350,229,1350,449,1350,336,975,113,143,Bus
6189,2817,10000-20000,Female,35-44,Houseworks,University,4,2,1,TRUE,1,2,Home,Shopping,0.42,15,5,944,1128,225,1261,225,1261,720,1261,239,307,148,165,Bus
6190,2817,10000-20000,Female,35-44,Houseworks,University,4,2,1,TRUE,2,3,Shopping,Home,0.5,5,5,782,1128,229,1467,229,1467,528,1467,332,467,53,84,Bus
6195,2820,<10000,Male,65+,Retired,University,2,2,1,TRUE,1,2,Home,PersonalActivities,0.46,10,5,2399,3594,581,6538,581,6538,1171,6538,77,137,586,842,Car
6196,2820,<10000,Male,65+,Retired,University,2,2,1,TRUE,2,3,PersonalActivities,Home,0.49,10,5,3076,3594,463,3731,463,3731,1389,3731,708,842,157,153,Car
6199,2822,<10000,Female,16-24,Student,University,3,3,0,FALSE,1,2,Home,Home,0.25,30,5,2975,3621,627,3948,627,3948,1247,3948,89,116,125,153,Bus
6202,2825,20000-30000,Male,25-34,Employed,University,4,4,1,TRUE,1,2,Home,Work,0.33,30,5,7815,10794,1231,11328,1231,11328,2651,11328,956,1416,213,297,Car
6203,2825,20000-30000,Male,25-34,Employed,University,4,4,1,TRUE,2,3,Work,HorkRelatedActivities,0.5,20,5,6275,8649,963,8803,963,8803,4166,8803,410,560,63,79,Car
6204,2825,20000-30000,Male,25-34,Employed,University,4,4,1,TRUE,3,4,HorkRelatedActivities,Work,0.54,20,5,6308,8650,967,8800,967,8800,2727,8800,131,168,213,297,Car
6205,2825,20000-30000,Male,25-34,Employed,University,4,4,1,TRUE,4,5,Work,Home,0.69,30,5,8025,10794,1166,11255,1166,11255,2499,11255,410,560,477,604,Car
6206,2825,20000-30000,Male,25-34,Employed,University,4,4,1,TRUE,5,6,Home,Leisure,0.85,30,5,10840,14069,1291,18751,1291,18751,6037,18751,314,452,1300,1423,Car
6207,2825,20000-30000,Male,25-34,Employed,University,4,4,1,TRUE,6,7,Leisure,Home,0.96,30,5,10334,14009,1458,21351,1458,21351,4692,21351,879,1403,477,604,Car
6208,2826,10000-20000,Female,65+,Retired,University,1,1,0,FALSE,1,2,Home,OtherMeetings,0.44,20,5,1807,2386,514,2752,514,2752,1038,2752,241,323,151,197,Bus
6209,2826,10000-20000,Female,65+,Retired,University,1,1,0,FALSE,2,3,OtherMeetings,Home,0.48,20,5,1803,2386,412,3015,412,3015,1094,3015,90,117,204,311,Bus
6213,2829,20000-30000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,2,3,OtherMeetings,HealthActivities,0.83,15,5,1221,1893,406,2370,406,2370,995,2370,122,146,456,646,Bus
6214,2829,20000-30000,Female,45-54,Unemployed,Lyceum,4,4,1,TRUE,3,4,HealthActivities,Home,0.89,10,5,608,787,142,934,142,934,406,934,119,135,49,69,Bus
6215,2830,10000-20000,Female,55-64,Retired,Lyceum,1,1,1,TRUE,1,2,Home,Home,0.44,60,5,23581,29678,1997,28715,1997,28715,5775,28715,1656,2219,1023,15794,Car
6218,2831,20000-30000,Male,45-54,Employed,MSc,4,3,1,TRUE,2,3,Work,Home,0.54,20,5,9265,10353,1416,16193,1416,16193,3583,16193,356,1194,406,448,Car
6219,2831,20000-30000,Male,45-54,Employed,MSc,4,3,1,TRUE,3,4,Home,Leisure,0.75,20,5,11352,15874,1555,20891,1555,20891,5059,20891,280,448,282,385,Car
6220,2831,20000-30000,Male,45-54,Employed,MSc,4,3,1,TRUE,4,5,Leisure,Home,0.88,20,5,13482,15866,1381,20888,1381,20888,4439,20888,86,106,406,448,Car
6223,2833,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,1,2,Home,Leisure,0.46,5,5,2526,3485,500,4300,500,4300,836,4300,273,352,149,204,MrC
6224,2833,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,2,3,Leisure,Leisure,0.5,10,5,3415,4718,527,5261,527,5261,725,5261,607,4714,118,176,MrC
6225,2833,10000-20000,Male,45-54,Employed,University,1,1,1,TRUE,3,4,Leisure,Home,0.56,10,5,1016,1346,197,1346,197,1346,540,1346,143,164,292,396,MrC
6229,2834,30000-40000,Male,45-54,Employed,University,3,3,1,TRUE,1,2,Home,Work,0.29,10,5,894,1282,258,1812,258,1812,762,1812,53,276,709,1004,Car
6230,2834,30000-40000,Male,45-54,Employed,University,3,3,1,TRUE,2,3,Work,PersonalActivities,0.58,20,5,1707,2381,754,3545,754,3545,1345,3545,173,231,674,915,Car
6231,2834,30000-40000,Male,45-54,Employed,University,3,3,1,TRUE,3,4,PersonalActivities,OtherMeetings,0.73,10,5,554,751,228,928,228,928,521,928,277,393,106,153,Car
6232,2834,30000-40000,Male,45-54,Employed,University,3,3,1,TRUE,4,5,OtherMeetings,Home,0.75,30,5,2901,3554,708,3660,708,3660,1224,3660,374,455,74,126,Car
6234,2835,20000-30000,Female,55-64,Retired,Lyceum,2,2,1,TRUE,2,3,Shopping,Home,0.52,5,5,703,1084,300,2691,300,2691,340,2691,151,747,189,297,Car
6235,2835,20000-30000,Female,55-64,Retired,Lyceum,2,2,1,TRUE,3,4,Home,Leisure,0.83,30,5,8000,11413,1568,13476,1568,13476,3031,13476,210,313,184,240,Car
6236,2835,20000-30000,Female,55-64,Retired,Lyceum,2,2,1,TRUE,4,5,Leisure,Home,0.96,30,5,9665,11414,1495,13335,1495,13335,3022,13335,211,292,145,220,Car
6239,2837,<10000,Female,16-24,Employed,Lyceum,1,1,1,FALSE,1,2,Home,OtherMeetings,0.71,60,5,16606,22255,1906,26267,1906,26267,2914,26267,232,309,184,276,Bus
6240,2837,<10000,Female,16-24,Employed,Lyceum,1,1,1,FALSE,2,3,OtherMeetings,Home,0.92,60,5,16450,22220,1712,25676,1712,25676,3312,25676,96,134,71,92,Bus
6241,2838,20000-30000,Male,45-54,Employed,University,4,3,1,TRUE,1,2,Home,Work,0.35,10,5,1708,2411,579,3344,579,3344,1059,3344,225,348,158,178,Car
6242,2838,20000-30000,Male,45-54,Employed,University,4,3,1,TRUE,2,3,Work,Home,0.65,15,5,2017,2410,509,3329,509,3329,1058,3329,147,206,300,347,Car
6247,2841,20000-30000,Male,65+,Retired,University,3,3,1,TRUE,1,2,Home,OtherMeetings,0.44,45,5,4629,6782,1426,8122,1426,8122,1894,8122,207,354,268,326,Car
6248,2841,20000-30000,Male,65+,Retired,University,3,3,1,TRUE,2,3,OtherMeetings,Home,0.56,30,5,747,949,491,1737,491,1737,557,1737,27,48,109,163,Car
6249,2841,20000-30000,Male,65+,Retired,University,3,3,1,TRUE,3,4,Home,OtherMeetings,0.75,20,5,3787,5163,786,5160,786,5160,1664,5160,358,479,302,401,Car
